	name	skills
2607	Judy Laforce	"[""manage budgets"", ""supervise crew"", ""manage customer service"", ""contribute to specialised publications"", ""gather feedback from employees"", ""manage budgets"", ""satisfy customers"", ""manage staff"", ""maintain relationships with animal welfare establishments"", ""plan shifts of employees"", ""interact with users to gather requirements"", ""produce sales reports"", ""adapt production levels"", ""counselling methods"", ""recruit employees""]"
2608	Enrique Gross	"[""liaise with colleagues"", ""exert quality control to processing food"", ""comply with food safety and hygiene"", ""perform services in a flexible manner"", ""mould chocolate"", ""liaise with colleagues"", ""apply requirements concerning manufacturing of food and beverages"", ""carry out specialised procedures for pigs"", ""control slate chutes"", ""Catalan"", ""act reliably"", ""apply GMP"", ""coat food products"", ""analyse trends in the food and beverage industries"", ""operate mixing of food products""]"
2609	Maribeth Walker	"[""maintain technical equipment"", ""advise on fertiliser and herbicide"", ""think analytically"", ""carry out feeding operations"", ""ensure aquaculture personnel health and safety"", ""assess hazards implied in tree operations"", ""plant harvest methods"", ""business processes"", ""plant disease control"", ""manage waste"", ""identify plants characteristics"", ""manage collected waste"", ""maintain technical equipment"", ""Ajax Framework"", ""make independent operating decisions""]"
2610	Alice Lavigne	"[""media planning"", ""persuade clients with alternatives"", ""perform market research"", ""create advertisements"", ""recommend market-related measures"", ""media planning"", ""brainstorm ideas"", ""advise on public relations"", ""publishing market"", ""catch poultry"", ""measure yarn count"", ""approve advertising campaign"", ""handle communications in the food processing industry"", ""media planning"", ""marketing principles""]"
2611	Antonio Miller	"[""test fragrances against customer satisfaction"", ""chemical preservation"", ""perform contract compliance audits"", ""engage in chiropractic research"", ""chemical preservation"", ""negotiate supplier arrangements"", ""research fragrances"", ""types of storage facilities"", ""use chemical analysis equipment"", ""research fragrances"", ""good manufacturing practices"", ""assess the feasibility of implementing developments"", ""test fragrances against customer satisfaction"", ""create fragrances formulae"", ""good manufacturing practices""]"
2612	Joseph Gang	"[""carry out order intake"", ""stock shelves"", ""issue sales invoices"", ""operate cash register"", ""control train movement"", ""apply numeracy skills"", ""develop a choreographic work"", ""e-commerce systems"", ""prevent shoplifting"", ""negotiate health and safety issues with third parties"", ""provide customer guidance on product selection"", ""demonstrate products' features"", ""e-commerce systems"", ""provide customer guidance on product selection"", ""provide customer guidance on product selection""]"
2613	Betty West	"[""beverage products"", ""carry out inventory control accuracy"", ""create solutions to problems"", ""immunology"", ""communicate with shipment forwarders"", ""maintain irrigation controllers"", ""have computer literacy"", ""communicate with shipment forwarders"", ""perform multiple tasks at the same time"", ""hazardous freight regulations"", ""adhere to organisational guidelines"", ""ensure customs compliance"", ""spray finishing technology"", ""ensure customs compliance"", ""have computer literacy""]"
2614	Gerald Johnson	"[""monitor tamping car"", ""financial analysis"", ""provide advice on inventions"", ""market research"", ""design principles"", ""operate presses, dryers and control systems"", ""create patent draft"", ""handle conflicts"", ""financial analysis"", ""provide legal advice"", ""laboratory techniques"", ""present legal arguments"", ""legal terminology"", ""present legal arguments"", ""act as a company ambassador""]"
2615	Eric Williams	"[""assist in will writing"", ""handle carriers"", ""freight transport methods"", ""forecast distribution activities"", ""communicate with shipment forwarders"", ""track shipping sites"", ""supply chain management"", ""develop financial statistics reports"", ""track shipping sites"", ""freight transport methods"", ""sketch set images"", ""read job ticket instructions"", ""perform financial risk management in international trade"", ""carry out inventory control accuracy"", ""forecast distribution activities""]"
2616	Marsha Thames	"[""musical instrument accessories"", ""apply standard feeding and nutrition protocols"", ""carry out standard aquaculture stock health operations"", ""monitor water quality"", ""work in shifts"", ""restock toilet facilities' supplies"", ""monitor fish mortality rates"", ""perform diving interventions"", ""critique the dive with the dive team"", ""ensure compliance with aquaculture standards"", ""communicate in an outdoor setting"", ""communicate in an outdoor setting"", ""prepare sophrology session"", ""prepare for small craft operation"", ""work as a team""]"
2617	Nathalie Thomas	"[""assess supplier risks"", ""monitor international market performance"", ""plan transport operations"", ""monitor international market performance"", ""interact verbally in Albanian"", ""plan transport operations"", ""negotiate buying conditions"", ""monitor international market performance"", ""plan transport operations"", ""perform market research"", ""negotiate sale of commodities"", ""apply transportation management concepts"", ""assess supplier risks"", ""comprehend financial business terminology"", ""diagnose brain death""]"
2618	Stephanie Taylor	"[""be at ease in unsafe environments"", ""follow hygienic procedures during food processing"", ""school psychology"", ""lift heavy weights"", ""label samples"", ""follow hygienic procedures during food processing"", ""monitor milled food products"", ""manage corrective actions"", ""health, safety and hygiene legislation"", ""liaise with managers"", ""label samples"", ""keep machines oiled for steady functioning"", ""work in a food processing team"", ""negotiate health and safety issues with third parties"", ""undertake navigation safety actions""]"
2619	Linda Blanco	"[""provide technical documentation"", ""monitor communication channels' performance"", ""ICT networking hardware"", ""develop creative ideas"", ""operation of different engines"", ""ICT security standards"", ""Cisco"", ""ICT security standards"", ""define technical requirements"", ""monitor stamp machine"", ""adjust ICT system capacity"", ""legal requirements of ICT products"", ""design computer network"", ""define technical requirements"", ""toys and games industry""]"
2620	Thomas Allen	"[""apply HACCP"", ""apply GMP"", ""apply requirements concerning manufacturing of food and beverages"", ""sort waste"", ""separate by-products of pressed cocoa"", ""keep machines oiled for steady functioning"", ""mill operations"", ""apply requirements concerning manufacturing of food and beverages"", ""apply GMP"", ""set up equipment for food production"", ""liaise with colleagues"", ""apply requirements concerning manufacturing of food and beverages"", ""apply coating to patterns"", ""health, safety and hygiene legislation"", ""assist with funeral planning""]"
